"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.054060792E0,2.968158722E0,1.476673889E1,-4.847778320E1
2.104063792E0,2.939765930E0,1.478295898E1,-4.848968506E1
2.154066792E0,3.019973755E0,1.509591675E1,-4.867773438E1
2.204069792E0,2.947952271E0,1.486662292E1,-4.849890137E1
2.254072917E0,3.017303467E0,1.490292358E1,-4.850811768E1
2.304075917E0,2.910934448E0,1.469384766E1,-4.863458252E1
2.354078917E0,2.953845978E0,1.467559814E1,-4.845526123E1
2.404081917E0,2.822196960E0,1.460667419E1,-4.846728516E1
2.454085917E0,2.914402008E0,1.466276550E1,-4.823291016E1
2.504088917E0,2.846969604E0,1.482389832E1,-4.835852051E1
2.554091917E0,2.826332092E0,1.476301575E1,-4.815582275E1
2.604094917E0,2.855438232E0,1.477351379E1,-4.804901123E1
2.654097917E0,2.785732269E0,1.475784302E1,-4.801867676E1
2.704100917E0,2.734912872E0,1.482427979E1,-4.825360107E1
2.754103917E0,2.706844330E0,1.480561829E1,-4.839178467E1
2.804106917E0,2.716022491E0,1.455456543E1,-4.827056885E1
2.854110917E0,2.869083405E0,1.466438293E1,-4.802978516E1
2.904113917E0,3.076499939E0,1.431318665E1,-4.840734863E1
2.954116917E0,2.891464233E0,1.460334778E1,-4.822979736E1
